objectid,title,display_template,creator,date,degree,thesis_url,thesis_abstract,object_location,subject,format,rights,website
hist_95,Sexuality and alternative discourses in Jewish Prague : a feminist reading of the works of Franz Werfel,pdf,"   Spagnuolo, Natalie Rose  ",2012,Master of Arts  ,https://curve.carleton.ca/953f3549-a110-465f-9dc5-a5d056a7ec17,not available,https://curve.carleton.ca/system/files/etd/953f3549-a110-465f-9dc5-a5d056a7ec17/etd_pdf/5fb1b0e2bdeff402dd8bf4da41d868d8/spagnuolo-sexualityandalternativediscoursesinjewish.pdf,"Jews ;Study and teaching;History, Modern;Germanic literature;",application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a
hist_96,"Lowered, shipped, and fastened : private grief and the public sphere in Canadas Afghanistan War",pdf,"   Legault, Michel Denis  ",2012,Master of Arts  ,https://curve.carleton.ca/e538d675-d33b-4165-98b4-b71c8e3a9015,not available,https://curve.carleton.ca/system/files/etd/e538d675-d33b-4165-98b4-b71c8e3a9015/etd_pdf/2f2586fe9ebed427c524a00f0196d309/legault-loweredshippedandfastenedprivategriefandthe.pdf,"Armed forces ;Study and teaching;Canada ;History;Afghan War, 2001 ;Casualties ;Canada;",application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a
hist_97,"Discourse of dissent : Bernard Acworth, the British Anti-Oil Movement and the Royal Navys use of fuels,1927-1937",pdf,"   Wereley, Ian  ",2012,Master of Arts  ,https://curve.carleton.ca/d3f75cb7-9b96-49b1-affd-90abe680c0c7,not available,https://curve.carleton.ca/system/files/etd/d3f75cb7-9b96-49b1-affd-90abe680c0c7/etd_pdf/800ea61b04f3e516bf2049d786131dc0/wereley-discourseofdissentbernardacworththebritish.pdf,Industrial relations;Transportation;,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a
hist_98,"American social science and liberal internationalism, 1865-1919",pdf,"   Foster, Brian M.  ",2012,Doctor of Philosophy  ,https://curve.carleton.ca/d6484fe4-84df-4678-a024-c153dd39a7fa,not available,https://curve.carleton.ca/system/files/etd/d6484fe4-84df-4678-a024-c153dd39a7fa/etd_pdf/09b5f89b742c15527136499973c35fdf/foster-americansocialscienceandliberalinternationalism.pdf,International law;International relations;Sociology ;Methodology;,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a
hist_99,"The great emancipator? : the impact of the birth-control pill on married women in English Canada, 1960-1980",pdf,"   Haynes, Jessica Joanne  ",2012,Doctor of Philosophy  ,https://curve.carleton.ca/d27d4fdf-dc42-4e33-9b80-708f8f77a920,not available,https://curve.carleton.ca/system/files/etd/d27d4fdf-dc42-4e33-9b80-708f8f77a920/etd_pdf/e6850a7e281ef673045686301e40faab/haynes-thegreatemancipatortheimpactofthebirthcontrol.pdf,Physiology;,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a
hist_100,Canoes and canvas : the social and spatial politics of sport/leisure in late nineteenth-century North America,pdf,"   Dunkin, Jessica Diane  ",2012,Doctor of Philosophy  ,https://curve.carleton.ca/d9ab451e-3948-4cf9-a195-e206b6ec6ec7,not available,https://curve.carleton.ca/system/files/etd/d9ab451e-3948-4cf9-a195-e206b6ec6ec7/etd_pdf/256b07aedb80c0b22837c1298827d228/dunkin-canoesandcanvasthesocialandspatialpolitics.pdf,Recreation;,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a
hist_101,The nature of the body : a cultural history of nudism in postwar Canada,pdf,"   Shantz, Mary-Ann Melissa  ",2012,Doctor of Philosophy  ,https://curve.carleton.ca/b1ef82ea-9e6b-4a19-b72d-26d361a469c8,"Nudism emerged in early twentieth-century Germany as a corrective to the ill effects of industrialization. As recreational nudist clubs took root in Canada after the Second World War, their members engaged with contemporary concerns about mental health, juvenile delinquency, and sexual deviance. They promoted nudism as familyfriendly and as a means to realize the widely shared parenting objective of creating psychologically healthy, well-adjusted citizens.",not available,Nudism ; Canada;,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a
hist_102,"Huguenot prophetism, clerical authority, and the disenchantment of the world, 1685-1710",pdf,"   Charbonneau, Jason  ",2012,Master of Arts  ,https://curve.carleton.ca/2dc85e21-25f7-4cb0-ba0d-ddf2c1a9de6a,not available,https://curve.carleton.ca/system/files/etd/2dc85e21-25f7-4cb0-ba0d-ddf2c1a9de6a/etd_pdf/a2d55cd91e17252bbd197b086d7dc09e/charbonneau-huguenotprophetismclericalauthorityandthe.pdf,Religion ;History;Huguenots ;France ;History ;17th Century,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a
hist_103,"The Nile voyageurs : recognition of Canadas role in the Empire, 1884-1885",pdf,"   Michel, Anthony Patrick  ",2012,Doctor of Philosophy  ,https://curve.carleton.ca/21c092f7-c924-40cd-aa58-98586bef1656,"In the late summer of 1884, Canada's Governor General received a request from the W ar
Office to engage several hundred ""Voyageurs"" for service with the British army in the Sudan.
The voyageurs from Canada were required to pilot boats through the cataracts of the Nile,
so that General Garnet Wolseley's relief expedition could reach General Charles Gordon,
who was besieged in Khartoum, by a self-proclaimed prophet called the Mahdi. Newspapers
and documents reveal that many in Canada considered this request to be a great compliment
to the country. It was the first time that Britain had requested a body of Canadians for an
imperial expedition. S o m e Canadians thought the expedition would be an opportunity for
Canada to play a bigger role in the empire. Others in Canada expressed ambivalence towards
this particular group of m e n as their representatives on an imperial campaign. The Nile
Voyageurs were civilian, mostly working class men, with a proportional over-representation
of Aboriginal and francophone men. The largest group of m e n was from Ottawa, many of
w h o m were shantymen w h o worked in the timber trade.
This study introduces and examines a large body of letters written by the Nile Voyageurs on
the expedition, as well as a range of other newspaper items and manuscript documents. The
study is a labour history, a history of settler-aboriginal relations, an imperial history, a
history of Canadian identities, a study of the militia, a series of regional histories and a study
of politics, society and culture in the 1880s. This episode provides a glimpse of colonial
Canada before the Northwest rebellion and the full implementation of the Indian act. It
explores Canada's imperial identity on the eve of the Imperial Federation movement, the
Congo Conference and Britain's new expanded empire. The project introduces a critical
discourse method based on the theory of recognition articulated by Axel Honneth. Honneth's
theory of recognition will be used as the basis for the textual analysis, it will inform a critique
of the cultural struggles in various social situations and it will also serve as the basis for an
understanding of public memory as intersubjective recognition across time.",https://curve.carleton.ca/system/files/etd/21c092f7-c924-40cd-aa58-98586bef1656/etd_pdf/fe1765d29d3f7d00d058679cbca537f6/michel-thenilevoyageursrecognitionofcanadasroleintheempire.pdf,"Canada - History; History; History, Modern",application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a
hist_104,"Narrating the Berlin Wall : nostalgia and the negotiation of memory, 20 years later",pdf,"   Eedy, Sean  ",2011,Master of Arts  ,https://curve.carleton.ca/fb718a51-a74f-4a23-9157-ca1f8978b2ca,not available,https://curve.carleton.ca/system/files/etd/fb718a51-a74f-4a23-9157-ca1f8978b2ca/etd_pdf/c8489476c735387ed5e7da6c52cd1772/eedy-narratingtheberlinwallnostalgiaandthenegotiation.pdf,"Berlin Wall, Berlin, Germany, 1961-1989;History, Modern;",application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a
hist_105,"Sir Charles G.D. Roberts, antimodernism, and national identity in Canada, 1897-1943",pdf,"   Davidson, Brett  ",2011,Master of Arts  ,https://curve.carleton.ca/76465747-1551-48f1-8c09-afc276af91cd,not available,https://curve.carleton.ca/system/files/etd/76465747-1551-48f1-8c09-afc276af91cd/etd_pdf/412923c6fa2600563636851a8b7bca99/davidson-sircharlesgdrobertsantimodernismandnational.pdf,Canadian literature;,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a
hist_106,Collective biography in eighteenth-and early nineteenth-century England : lives brief and not so brief,pdf,"   Cardillo, Mary Helen  ",2011,Master of Arts  ,https://curve.carleton.ca/9c2d73c8-a3b9-4f29-bc28-69e5f03dc889,not available,https://curve.carleton.ca/system/files/etd/9c2d73c8-a3b9-4f29-bc28-69e5f03dc889/etd_pdf/79da1fb49e1c27ad3305ae847c8460c9/cardillo-collectivebiographyineighteenthandearlynineteenthcentury.pdf,Biography;Europe ;History;English literature;,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a
hist_107,"Readers, sanctity, and history in early modern Spain : Pedro de Ribadeneyra, the Flos sanctorum, and the Catholic Community",pdf,"   Greenwood, Jonathan Edward  ",2011,Master of Arts  ,https://curve.carleton.ca/16b7ce10-6b74-45e0-9da9-c8a19a079470,not available,https://curve.carleton.ca/system/files/etd/16b7ce10-6b74-45e0-9da9-c8a19a079470/etd_pdf/08d489a86ebaced6ccc76a367cc97ee5/greenwood-readerssanctityandhistoryinearlymodernspain.pdf,"Religion ;History;History, Modern;",application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a
hist_108,"A peace that never had a chance : American and Allied diplomacy towards the Russian Provisional Government, March-November 1917",pdf,"   Wynn, Ceilidhe  ",2011,Master of Arts  ,https://curve.carleton.ca/55dcb520-4c77-4816-8462-71d75a727a4c,not available,https://curve.carleton.ca/system/files/etd/55dcb520-4c77-4816-8462-71d75a727a4c/etd_pdf/4fd7e5c61e4750da343eb8f72dc4498f/wynn-apeacethatneverhadachanceamericanandallied.pdf,History;,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a
hist_109,"Beyond the exhibit : Zulu experiences in Britain and the United States, 1879-1884",pdf,"   Bell, Erin Elizabeth Barbara  ",2011,Master of Arts  ,https://curve.carleton.ca/500649dd-5205-4f1d-aa18-dfe20170703f,not available,https://curve.carleton.ca/system/files/etd/500649dd-5205-4f1d-aa18-dfe20170703f/etd_pdf/3f9ee3f563632cc0a27903e7399e8afa/bell-beyondtheexhibitzuluexperiencesinbritainand.pdf,History;African Americans ;History;,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a
hist_110,"Butcher and bolt : Canadian trench raiding during the Great War, 1915-1918",pdf,"   Garnett, Colin David  ",2011,Master of Arts  ,https://curve.carleton.ca/c5406e66-1327-45d3-9f8c-0e9745a65a6a,not available,https://curve.carleton.ca/system/files/etd/c5406e66-1327-45d3-9f8c-0e9745a65a6a/etd_pdf/2d25ffa7a8309029dc763673fba8635f/garnett-butcherandboltcanadiantrenchraidingduring.pdf,"Armed forces ;Study and teaching;Military history;World War, 1914-1918 ;Canada;",application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a
hist_111,"Printing and astrology in early modern France : vernacular almanac-prognostications, 1497-1555",pdf,"   Rivest, Justin  ",2010,Master of Arts  ,https://curve.carleton.ca/7cc6960f-b963-40be-a080-49666e4d0d16,not available,https://curve.carleton.ca/system/files/etd/7cc6960f-b963-40be-a080-49666e4d0d16/etd_pdf/ba8674b5a02b509d31c544986c7b7745/rivest-printingandastrologyinearlymodernfrancevernacular.pdf,Economics ;History;,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a
hist_112,Memory on ice : making the 1936 Canadian olympic hockey team,pdf,"   Rorke, Thomas  ",2010,Master of Arts  ,https://curve.carleton.ca/a36e51f7-2af3-47de-9bf6-7f32649293c7,not available,https://curve.carleton.ca/system/files/etd/a36e51f7-2af3-47de-9bf6-7f32649293c7/etd_pdf/be233422cf671705a51b044e2191765f/rorke-memoryonicemakingthe1936canadianolympichockey.pdf,Canada ;History;Canadians ;Recreation;Recreation;,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a
hist_113,Violence (dis)located : on the spatial implications of violence on the western front during the First World War,pdf,"   Schultz, Christopher Kenneth  ",2010,Master of Arts  ,https://curve.carleton.ca/02c9d8d3-9836-45d2-91e2-9185c4f73c09,not available,https://curve.carleton.ca/system/files/etd/02c9d8d3-9836-45d2-91e2-9185c4f73c09/etd_pdf/ec3cdd32839dd7a5ac10a6a7b342b46b/schultz-violencedislocatedonthespatialimplications.pdf,Military history;Armed forces ;Study and teaching;,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a
hist_114,"Regulating and representing vagrant curs and purebred dogs in Toronto,1867-1910",pdf,"   Sauermann, Amanda Anne Margaret  ",2010,Master of Arts  ,https://curve.carleton.ca/dd9d89a2-6bbf-499c-ab98-024a7e10cda0,not available,https://curve.carleton.ca/system/files/etd/dd9d89a2-6bbf-499c-ab98-024a7e10cda0/etd_pdf/7d47cbf9f5fdf2ea67fbb8b916e484aa/sauermann-regulatingandrepresentingvagrantcursandpurebred.pdf,not yet catalogued,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a
hist_115,"At the intersection of tourism, national identity and bad service : the case study of the Fergusons of Farm Road",pdf,"   Minnis, Edward  ",2010,Master of Arts  ,https://curve.carleton.ca/a60c07a8-fc48-4f32-a1af-3884865cd0d8,not available,https://curve.carleton.ca/system/files/etd/a60c07a8-fc48-4f32-a1af-3884865cd0d8/etd_pdf/3d3b6f7cbd4eb6692c59873559abb881/minnis-attheintersectionoftourismnationalidentity.pdf,History;African Americans ;History;Communication;,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a
hist_116,We walked around with holes in our sole and souls : men and masculinity during the great depression in Canada,pdf,"   DiFrancesco, Michael  ",2010,Master of Arts  ,https://curve.carleton.ca/5e8a55df-f633-4272-915e-9212746676e1,not available,https://curve.carleton.ca/system/files/etd/5e8a55df-f633-4272-915e-9212746676e1/etd_pdf/bf026ae3ba361246defce39b9e0a7318/difrancesco-wewalkedaroundwithholesinoursoleandsoulsmen.pdf,Depressions ;1929 ;Canada;Gender mainstreaming ;Canada;,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a
hist_117,The constructions of the Cistercian Lay Brother in the twelfth and thirteenth centuries,pdf,"   Plunkett-Latimer, Abraham G.  ",2010,Master of Arts  ,https://curve.carleton.ca/8cbbdcc5-6fe2-41ce-a235-d01d7415f107,not available,https://curve.carleton.ca/system/files/etd/8cbbdcc5-6fe2-41ce-a235-d01d7415f107/etd_pdf/aa208c94f58a1f45e8b49125193ec78d/plunkett-latimer-theconstructionsofthecistercianlaybrother.pdf,Medieval ages;Church history;Cistercians;Cistercians ;Spiritual life;,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a
hist_118,"A people who have been given too much : Canadian efforts & development strategies at the Gatina Self-Help Education Centre, Kenya 1972-1975",pdf,"   Kijewski, Amanda Jean Talbot  ",2010,Master of Arts  ,https://curve.carleton.ca/605bbea4-fc72-4386-9d83-9b9dca86ec90,not available,https://curve.carleton.ca/system/files/etd/605bbea4-fc72-4386-9d83-9b9dca86ec90/etd_pdf/13533801784248007a8b1a77f3e19980/kijewski-apeoplewhohavebeengiventoomuchcanadianefforts.pdf,Social structure;Community development;Human Growth;,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a
hist_119,"Music and power : a conservative musical soundscape in Britain, 1830-1850",pdf,"   Guiguet, Kristina Marie  ",2010,Doctor of Philosophy  ,https://curve.carleton.ca/1302a968-a47d-4dd6-87c9-9298784eb6d1,not available,https://curve.carleton.ca/system/files/etd/1302a968-a47d-4dd6-87c9-9298784eb6d1/etd_pdf/057179130c217ec7f36d343ab5245a96/guiguet-musicandpoweraconservativemusicalsoundscape.pdf,"Soundscapes (Music) ;Great Britain ;19th century;Music ;Great Britian ;19th century ;History and criticism;Music and historty ;Great Britain ;19th century;Music ;Social aspects ;Great Britain ;19th century;Music, Influence of ;Great Britain ;19th century;Musical analysis;Gender mainstreaming;",application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a
hist_120,"A refuge from militarism? : the Canadian movement to support Vietnam era American war resisters, and government responses, 1965-1973",pdf,"   Squires, Jessica C.  ",2009,Doctor of Philosophy  ,https://curve.carleton.ca/6d9135d9-85ee-425d-b191-e1ef97c0e1cf,not available,https://curve.carleton.ca/system/files/etd/6d9135d9-85ee-425d-b191-e1ef97c0e1cf/etd_pdf/a2daf66ac468899f5229a5cf3c101725/squires-arefugefrommilitarismthecanadianmovementto.pdf,"Vietnam War, 1961-1975 ;Draft resisters;Political culture ;Canada;",application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a
hist_121,"The making of a Cold War air force: planning and professionalism in the postwar Royal Canadian Air Force, 1944-1950",pdf,"   Babcock, Alexander Angus  ",2009,Doctor of Philosophy  ,https://curve.carleton.ca/78e39faf-b300-4864-9c48-8166f1342353,not available,https://curve.carleton.ca/system/files/etd/78e39faf-b300-4864-9c48-8166f1342353/etd_pdf/7edf29a1b9d43b064756f5234aef4b50/babcock-themakingofacoldwarairforceplanningandprofessionalism.pdf,Cold War;World politics ;1945-1989,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a
hist_122,"If we are attacked, let us be prepared : Canada and the failure of civil defence, 1945-1963",pdf,"   Burtch, Andrew Paul  ",2009,Doctor of Philosophy  ,https://curve.carleton.ca/62573d8a-b689-4746-9c69-728c46ba820b,not available,https://curve.carleton.ca/system/files/etd/62573d8a-b689-4746-9c69-728c46ba820b/etd_pdf/63cc0d710a969ba3511016e033ec1bee/burtch-ifweareattackedletusbepreparedcanadaandthe.pdf,Civil defense readiness ;Canada;Cold War;Atomic bomb ;Safety measures;Nuclear warfare and history ;Canada;,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a
hist_123,Beyond the boundaries of the Carolingian cloister : an examination of monastic interaction during the early ninth century,pdf,"   Prior, Corinna, J.  ",2009,Master of Arts  ,https://curve.carleton.ca/fcbccd5c-c6da-46c7-8ed8-d865e6c7307b,not available,https://curve.carleton.ca/system/files/etd/fcbccd5c-c6da-46c7-8ed8-d865e6c7307b/etd_pdf/6012dd52d1a8ca89c4e9bdee639bb104/prior-beyondtheboundariesofthecarolingiancloister.pdf,"Carolingians ;History;Church history ;Middle Ages, 600-1500;Monasteries ;Middle Ages, 600-1500;",application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a
hist_124,A statesmanlike measure with a partisan tail : the development of the nineteenth-century Dominion Electoral Franchise,pdf,"   Grittner, Colin J.  ",2009,Master of Arts  ,https://curve.carleton.ca/5c8fb99a-a1ae-4a1b-a549-cde95044034a,not available,https://curve.carleton.ca/system/files/etd/5c8fb99a-a1ae-4a1b-a549-cde95044034a/etd_pdf/4cc79e2b8349f91e3a604e572ef07c7d/grittner-astatesmanlikemeasurewithapartisantailthe.pdf,Canada ;History;,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a
hist_125,"O Jesu vivens in Maria : devotion to the infant Jesus and imitation of the Holy Family among the Discalced Carmelites of Beaune, 1619-1700",pdf,"   Tracz, Julie  ",2009,Master of Arts  ,https://curve.carleton.ca/f54cea64-e232-4ef3-820b-3a4855021e31,not available,https://curve.carleton.ca/system/files/etd/f54cea64-e232-4ef3-820b-3a4855021e31/etd_pdf/9578a1eb0d2a888c0f04438650aa5eff/tracz-ojesuvivensinmariadevotiontotheinfantjesus.pdf,not yet catalogued,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a
hist_126,A museum with more than one stor(e)y : a critical examination of the Anne Frank House,pdf,"   Chisholm, Lorna  ",2009,Master of Arts  ,https://curve.carleton.ca/421443bc-2906-42a7-9b8e-4139482732b1,"This research paper was conceived to fill a void in the literature surrounding the Anne Frank House in Amsterdam. It seeks to counter the restrictive narrative offered by the museum's official publication, Anne Frank House: A Museum with a Story by examining what stories are (and are not) being told, from the history of the House itself through to the use of photographs and artefacts within the recently renovated space. Drawing extensively on the museum's official publications, as well as the author's onsite visits to the museum in 2007, it concludes that there are multiple stories and interpretations that can only be understood by analyzing the museum as a space in which narratives and objects are presented.",not available,"Frank, Anne, 1929-1945 ; Museums ; Netherlands;",application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a
hist_127,"Power, race, class and gender in Colonial Santo Domingo: an analysis of Spanish Dominican marital patterns in the Archbishopric of Santo Domingo, 1701-1801",pdf,"   Rivas, Christine D.  ",2008,Doctor of Philosophy  ,https://curve.carleton.ca/bac29b13-3e28-4fb8-ada2-1d3d7cce632d,not available,https://curve.carleton.ca/system/files/etd/bac29b13-3e28-4fb8-ada2-1d3d7cce632d/etd_pdf/e023e22465dff6fb2941c2d4a3f789af/rivas-powerraceclassandgenderincolonialsantodomingo.pdf,Spaniards ;Dominican Republic ;History;Marriage ;Social aspects ;Dominican Republic ;Santo Domingo;Kinship ;Dominican Republic ;Santo Domingo ;History;Social structure ;Dominican Republic ;History ;18th century;Women ;Dominican Republic ;Santo Domingo ;Social conditions ;History;Social classes ;Dominican Republic;Ellite (Social sciences) ;Dominican Republic ;History;,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a
hist_128,"The homeless and reformers: negotiating progress in the upper streets of Halifax, 1890-1914",pdf,"   Hood, David  ",2008,Doctor of Philosophy  ,https://curve.carleton.ca/86a88b89-0aff-45df-9999-80a1becd7cc9,not available,https://curve.carleton.ca/system/files/etd/86a88b89-0aff-45df-9999-80a1becd7cc9/etd_pdf/b243f8c3246e1175f4db5b5c351b72bf/hood-thehomelessandreformersnegotiatingprogress.pdf,Poor ;Nova Scotia ;Halifax ;History;Homeless persons ;Nova Scotia ;Halifax ;History;Public welfare ;Nova Scotia ;History;Social problems ;Nova Scotia ;Halifax ;History;,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a
hist_129,"Propaganda and persuasion in the Cold war: the Canadian Soviet Friendship Society, 1949-1960",pdf,"   Anderson, Jennifer  ",2008,Doctor of Philosophy  ,https://curve.carleton.ca/636d773d-b182-4454-9338-c07adffbfd23,not available,https://curve.carleton.ca/system/files/etd/636d773d-b182-4454-9338-c07adffbfd23/etd_pdf/0fb7e7f30e99c6ea1040100565f4a6f1/anderson-propagandaandpersuasioninthecoldwarthecanadian.pdf,Cold war;World politics ;1945-1989,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a
hist_130,Charles Templeton and the performances of unbelief,pdf,"   Vance, David M.  ",2008,Master of Arts  ,https://curve.carleton.ca/248c9f9b-7985-4a75-83bc-3008b2c5afca,not available,https://curve.carleton.ca/system/files/etd/248c9f9b-7985-4a75-83bc-3008b2c5afca/etd_pdf/09c8d372809828ca382396526ac95794/vance-charlestempletonandtheperformancesofunbelief.pdf,Religion and culture;Christianity and culture;,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a
hist_131,"Built for mind and spirit: the socialization of race through higher education at Fisk University and Spelman College, 1881-1930",pdf,"   Horne, Melissa M.  ",2008,Master of Arts  ,https://curve.carleton.ca/36319bde-0aaa-4b6e-87eb-851eb51e8a6e,not available,https://curve.carleton.ca/system/files/etd/36319bde-0aaa-4b6e-87eb-851eb51e8a6e/etd_pdf/ee443c828b69b65e06a9675763f52c40/horne-builtformindandspiritthesocializationofrace.pdf,African Americans ;Education (Higher) ;Southern states ;History;Socialization;Race awareness;African American college students ;Georgia ;Atlanta;African American college students ;Tennessee ;Nashville;,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a
hist_132,"The greater half of the continent: continentalism and the Canadian state in Ontario, 1878-1896",pdf,"   Hutchinson, Braden P. L.  ",2008,Master of Arts  ,https://curve.carleton.ca/3244c1f0-9e06-4b07-a96f-20da8dae2de1,not available,https://curve.carleton.ca/system/files/etd/3244c1f0-9e06-4b07-a96f-20da8dae2de1/etd_pdf/9546514e5667e3ddd0761e605667bb0c/hutchinson-thegreaterhalfofthecontinentcontinentalism.pdf,Social structure ;Ontario ;History ;19th century;Political culture ;Ontario ;History ;19th century;Protectionism ;Canada ;History ;19th century;,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a
hist_133,"Memory, identity, and the challenge of community among Ukrainians in the Sudbury region, 1901-1939",pdf,"   Zembrzycki, Stacey Raeanna  ",2007,Doctor of Philosophy  ,https://curve.carleton.ca/bfe1fe4d-2b54-49b7-8be3-eb239fde1bf9,not available,https://curve.carleton.ca/system/files/etd/bfe1fe4d-2b54-49b7-8be3-eb239fde1bf9/etd_pdf/047c807395da7817d1225e2b03a41cbe/zembrzycki-memoryidentityandthechallengeofcommunityamong.pdf,"Ukrainian Canadians ;Ontario ;Sudbury Region ;Social conditions;Ukrinians ;Canada ;History;Ukrainian Canadians ;Ethnic identity;World War, 1914-1918 ;Ukrainian Canadians;",application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a
hist_134,"A matter of deep personal conscience: the Canadian death-penalty debate, 1957-1976",pdf,"   Kropf, Joel  ",2007,Master of Arts  ,https://curve.carleton.ca/4b129b9f-7f7e-42a5-af59-49261d951efd,not available,https://curve.carleton.ca/system/files/etd/4b129b9f-7f7e-42a5-af59-49261d951efd/etd_pdf/14f36f730dbb3c51bc7d71c6bf0109af/kropf-amatterofdeeppersonalconsciencethecanadian.pdf,Capital punishment ;Canada ;History;Capital punishment ;Moral and ethical aspects ;Canada;Capital punishment ;Canada ;Public opinion;Public opinion ;Canada;,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a
hist_135,"Passive, not active: the response of Prince Edward Island to the United Nations Convention on the Rights of the Child, 1989-1991",pdf,"   Morrell, Kathryn G.  ",2007,Master of Arts  ,https://curve.carleton.ca/721a2e8a-324e-488a-a8c7-0ece987b85f3,not available,https://curve.carleton.ca/system/files/etd/721a2e8a-324e-488a-a8c7-0ece987b85f3/etd_pdf/d794e8fcfde381d75366912154577988/morrell-passivenotactivetheresponseofprinceedward.pdf,"Child welfare ;Prince Edward Island ;History;Children's rights ;Prince Edward Island;Children ;Legal status, laws, etc; ;Prince Edward Island ;History;Non-governmental organizations ;Prince Edward Island;Federal-provincial relations ;Prince Edward Island;",application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a
hist_136,"Liberalism, Quebecs political culture, and George-√âtienne Cartier, 1864-1871",pdf,"   Banoub, David Joseph  ",2007,Master of Arts  ,https://curve.carleton.ca/e4426021-f6fd-4288-b0a5-42ada7119fbb,not available,https://curve.carleton.ca/system/files/etd/e4426021-f6fd-4288-b0a5-42ada7119fbb/etd_pdf/36a356a70ed1f137c8044890d939375e/banoub-liberalismquebecspoliticalcultureandgeorgetienne.pdf,Political culture ;Quebec (Province) ;History;Political participation ;Quebec (Province)Liberalism ;Canada;Nationalism ;Canada;,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a
hist_137,"Taking care of business: the genesis and historical evolution of The Business Council on National Issues, 1976-1988",pdf,"   Speer, Sean C.  ",2007,Master of Arts  ,https://curve.carleton.ca/3c1f46df-89bc-4d9e-b0ff-8e64043f34d7,not available,https://curve.carleton.ca/system/files/etd/3c1f46df-89bc-4d9e-b0ff-8e64043f34d7/etd_pdf/eadb4e683f5235e1f1585b0dab725b73/speer-takingcareofbusinessthegenesisandhistorical.pdf,Business enterprises ;Canada;Industrial policy ;Canada;International business enterprises ;Political aspects ;Canada;,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a
hist_138,The legacy of scientific motherhood : doctors and child-rearing advice in the 1960s and 1970s in English Canada,pdf,"   Haynes, Jessica Joanne  ",2007,Master of Arts  ,https://curve.carleton.ca/245c4449-cc75-4721-ab50-b93cf938b059,not available,https://curve.carleton.ca/system/files/etd/245c4449-cc75-4721-ab50-b93cf938b059/etd_pdf/6ddacb0651f193ba10d1d90935f399c6/haynes-thelegacyofscientificmotherhooddoctorsand.pdf,Child rearing ;Canada ;History;Motherhood ;Canada ;History;Mother and child ;Canada;Physician and patient ;Canada ;History;Maternal and infant welfare ;Canada ;History;,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a
